,-1,-1,,-1
,-1,-1,,-1
,-0.9230769231,-1,,-0.9004762067
,-0.8461538462,-1,,-0.8864506312
,-0.7692307692,-1,,-0.8541762491
,-0.6923076923,-1,,-0.8078985182
,-0.6153846154,-1,,-0.7510515946
,-0.5384615385,-1,,-0.6868362426
,-0.4615384615,-1,,-0.6177308325
,-0.3846153846,-1,,-0.5455691364
,-0.3076923077,-1,,-0.4725961348
,-0.2307692308,-1,,-0.4009012167
,-0.1538461538,-1,,-0.3304954956
,-0.07692307692,-1,,-0.2606121219
,0,-1,,-0.1920290591
,0.07692307692,-1,,-0.1264467136
,0.1538461538,-1,,-0.06424295369
,0.2307692308,-1,,-0.003884078715
,0.3076923077,-1,,0.05533007779
,0.3846153846,-1,,0.1118769298
,0.4615384615,-1,,0.1657009088
,0.5384615385,-1,,0.219069223
,0.6153846154,-1,,0.2741379437
,0.6923076923,-1,,0.3318295142
,0.7692307692,-1,,0.391566018
,0.8461538462,-1,,0.4514803416
,0.9230769231,-1,,0.5097053728
,1,-1,,0.5661744282
,-1,-0.9230769231,,-1.002600622
,-0.9230769231,-0.9230769231,,-0.9074445395
,-0.8461538462,-0.9230769231,,-0.8927299102
,-0.7692307692,-0.9230769231,,-0.8602777077
,-0.6923076923,-0.9230769231,,-0.8139332949
,-0.6153846154,-0.9230769231,,-0.7573864422
,-0.5384615385,-0.9230769231,,-0.6937378929
,-0.4615384615,-0.9230769231,,-0.6252770812
,-0.3846153846,-0.9230769231,,-0.5538266662
,-0.3076923077,-0.9230769231,,-0.4814538077
,-0.2307692308,-0.9230769231,,-0.4101812131
,-0.1538461538,-0.9230769231,,-0.3407757314
,-0.07692307692,-0.9230769231,,-0.2726705606
,0,-0.9230769231,,-0.2065102986
,0.07692307692,-0.9230769231,,-0.1438508746
,0.1538461538,-0.9230769231,,-0.08487010714
,0.2307692308,-0.9230769231,,-0.02772311125
,0.3076923077,-0.9230769231,,0.02843475865
,0.3846153846,-0.9230769231,,0.08212537244
,0.4615384615,-0.9230769231,,0.1333153882
,0.5384615385,-0.9230769231,,0.1843386975
,0.6153846154,-0.9230769231,,0.2372513477
,0.6923076923,-0.9230769231,,0.2927979604
,0.7692307692,-0.9230769231,,0.3499449563
,0.8461538462,-0.9230769231,,0.4064028984
,0.9230769231,-0.9230769231,,0.4609714997
,1,-0.9230769231,,0.5140841976
,-1,-0.8461538462,,-0.9809732291
,-0.9230769231,-0.8461538462,,-0.8927410242
,-0.8461538462,-0.8461538462,,-0.8766038329
,-0.7692307692,-0.8461538462,,-0.8437404209
,-0.6923076923,-0.8461538462,,-0.7975182592
,-0.6153846154,-0.8461538462,,-0.7413381614
,-0.5384615385,-0.8461538462,,-0.6783008686
,-0.4615384615,-0.8461538462,,-0.6106958171
,-0.3846153846,-0.8461538462,,-0.5403567787
,-0.3076923077,-0.8461538462,,-0.4692953458
,-0.2307692308,-0.8461538462,,-0.399389744
,-0.1538461538,-0.8461538462,,-0.3313957111
,-0.07692307692,-0.8461538462,,-0.2653799283
,0,-0.8461538462,,-0.2020536778
,0.07692307692,-0.8461538462,,-0.1427506114
,0.1538461538,-0.8461538462,,-0.08738181851
,0.2307692308,-0.8461538462,,-0.03383568384
,0.3076923077,-0.8461538462,,0.01886580459
,0.3846153846,-0.8461538462,,0.06935565265
,0.4615384615,-0.8461538462,,0.1176783168
,0.5384615385,-0.8461538462,,0.1661121182
,0.6153846154,-0.8461538462,,0.216579739
,0.6923076923,-0.8461538462,,0.2695035025
,0.7692307692,-0.8461538462,,0.3233830507
,0.8461538462,-0.8461538462,,0.3758956047
,0.9230769231,-0.8461538462,,0.4267855489
,1,-0.8461538462,,0.4765307752
,-1,-0.7692307692,,-0.9402412689
,-0.9230769231,-0.7692307692,,-0.8602888211
,-0.8461538462,-0.7692307692,,-0.8437515342
,-0.7692307692,-0.7692307692,,-0.8101768412
,-0.6923076923,-0.7692307692,,-0.7638991103
,-0.6153846154,-0.7692307692,,-0.7081191086
,-0.5384615385,-0.7692307692,,-0.6458042108
,-0.4615384615,-0.7692307692,,-0.5792660813
,-0.3846153846,-0.7692307692,,-0.5104051742
,-0.3076923077,-0.7692307692,,-0.4412219675
,-0.2307692308,-0.7692307692,,-0.3735613474
,-0.1538461538,-0.7692307692,,-0.3080456846
,-0.07692307692,-0.7692307692,,-0.2447527748
,0,-0.7692307692,,-0.1845494929
,0.07692307692,-0.7692307692,,-0.1287583772
,0.1538461538,-0.7692307692,,-0.07702378683
,0.2307692308,-0.7692307692,,-0.02716742329
,0.3076923077,-0.7692307692,,0.02188874928
,0.3846153846,-0.7692307692,,0.06894444382
,0.4615384615,-0.7692307692,,0.1141107969
,0.5384615385,-0.7692307692,,0.1595772222
,0.6153846154,-0.7692307692,,0.2071663774
,0.6923076923,-0.7692307692,,0.2569004898
,0.7692307692,-0.7692307692,,0.3070124703
,0.8461538462,-0.7692307692,,0.3556129781
,0.9230769231,-0.7692307692,,0.4030909955
,1,-0.7692307692,,0.4495798874
,-1,-0.6923076923,,-0.8818939865
,-0.9230769231,-0.6923076923,,-0.8139444082
,-0.8461538462,-0.6923076923,,-0.7975293726
,-0.7692307692,-0.6923076923,,-0.7639102243
,-0.6923076923,-0.6923076923,,-0.7175658114
,-0.6153846154,-0.6923076923,,-0.6621414499
,-0.5384615385,-0.6923076923,,-0.6006045158
,-0.4615384615,-0.6923076923,,-0.5353000146
,-0.3846153846,-0.6923076923,,-0.4682061965
,-0.3076923077,-0.6923076923,,-0.4013235401
,-0.2307692308,-0.6923076923,,-0.3363746792
,-0.1538461538,-0.6923076923,,-0.2738708477
,-0.07692307692,-0.6923076923,,-0.2138120443
,0,-0.6923076923,,-0.1570429172
,0.07692307692,-0.6923076923,,-0.1047637522
,0.1538461538,-0.6923076923,,-0.05658556715
,0.2307692308,-0.6923076923,,-0.01038563344
,0.3076923077,-0.6923076923,,0.0348696308
,0.3846153846,-0.6923076923,,0.07826889487
,0.4615384615,-0.6923076923,,0.1199899805
